Country,Element,Item,Year,Value
Rwanda,Import Quantity,Barley and products,1965,1000
Rwanda,Import Quantity,Barley and products,1970,2000
Rwanda,Import Quantity,Barley and products,1975,3000
Rwanda,Import Quantity,Barley and products,1980,4000
Rwanda,Import Quantity,Barley and products,1985,10000
Rwanda,Import Quantity,Barley and products,1990,9000
Rwanda,Import Quantity,Barley and products,1995,7000
Rwanda,Import Quantity,Barley and products,2000,6000
Rwanda,Import Quantity,Barley and products,2005,10000
Rwanda,Import Quantity,Barley and products,2010,12000
Rwanda,Import Quantity,Barley and products,2011,17000
Rwanda,Import Quantity,Barley and products,2012,18000
Rwanda,Import Quantity,Barley and products,2013,18000
Rwanda,Production,Maize and products,1965,44000
Rwanda,Production,Maize and products,1970,64000
Rwanda,Production,Maize and products,1975,67000
Rwanda,Production,Maize and products,1980,85000
Rwanda,Production,Maize and products,1985,99000
Rwanda,Production,Maize and products,1990,101000
Rwanda,Production,Maize and products,1995,56000
Rwanda,Production,Maize and products,2000,63000
Rwanda,Production,Maize and products,2005,97000
Rwanda,Production,Maize and products,2010,432000
Rwanda,Production,Maize and products,2011,526000
Rwanda,Production,Maize and products,2012,573000
Rwanda,Production,Maize and products,2013,668000
Rwanda,Import Quantity,Maize and products,1965,0
Rwanda,Import Quantity,Maize and products,1970,0
Rwanda,Import Quantity,Maize and products,1975,0
Rwanda,Import Quantity,Maize and products,1980,0
Rwanda,Import Quantity,Maize and products,1985,2000
Rwanda,Import Quantity,Maize and products,1990,1000
Rwanda,Import Quantity,Maize and products,1995,134000
Rwanda,Import Quantity,Maize and products,2000,54000
Rwanda,Import Quantity,Maize and products,2005,18000
Rwanda,Import Quantity,Maize and products,2010,136000
Rwanda,Import Quantity,Maize and products,2011,83000
Rwanda,Import Quantity,Maize and products,2012,106000
Rwanda,Import Quantity,Maize and products,2013,68000
Rwanda,Production,Millet and products,1965,2000
Rwanda,Production,Millet and products,1970,2000
Rwanda,Production,Millet and products,1975,3000
Rwanda,Production,Millet and products,1980,2000
Rwanda,Production,Millet and products,1985,1000
Rwanda,Production,Millet and products,1990,1000
Rwanda,Production,Millet and products,1995,1000
Rwanda,Production,Millet and products,2000,4000
Rwanda,Production,Millet and products,2005,4000
Rwanda,Production,Millet and products,2010,8000
Rwanda,Production,Millet and products,2011,9000
Rwanda,Production,Millet and products,2012,9000
Rwanda,Production,Millet and products,2013,9000
Rwanda,Import Quantity,Millet and products,1965,0
Rwanda,Import Quantity,Millet and products,1970,0
Rwanda,Import Quantity,Millet and products,1975,0
Rwanda,Import Quantity,Millet and products,1980,0
Rwanda,Import Quantity,Millet and products,1985,0
Rwanda,Import Quantity,Millet and products,1990,0
Rwanda,Import Quantity,Millet and products,1995,0
Rwanda,Import Quantity,Millet and products,2000,0
Rwanda,Import Quantity,Millet and products,2005,0
Rwanda,Import Quantity,Millet and products,2010,0
Rwanda,Import Quantity,Millet and products,2011,0
Rwanda,Import Quantity,Millet and products,2012,0
Rwanda,Import Quantity,Millet and products,2013,0
Saint Kitts and Nevis,Total Population - Both sexes,Population,1965,49000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1970,45000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1975,44000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1980,43000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1985,42000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1990,41000
Saint Kitts and Nevis,Total Population - Both sexes,Population,1995,43000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2000,46000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2005,49000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2010,52000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2011,53000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2012,54000
Saint Kitts and Nevis,Total Population - Both sexes,Population,2013,54000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1965,5000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1970,4000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1975,3000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1980,4000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1985,3000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1990,5000
Saint Kitts and Nevis,Import Quantity,Wheat and products,1995,4000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2000,4000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2005,3000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2010,4000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2011,10000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2012,2000
Saint Kitts and Nevis,Import Quantity,Wheat and products,2013,3000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1965,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1970,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1975,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1980,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1985,2000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1990,2000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),1995,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2000,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2005,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2010,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2011,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2012,1000
Saint Kitts and Nevis,Import Quantity,Rice (Milled Equivalent),2013,1000
Saint Kitts and Nevis,Import Quantity,Barley and products,1965,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1970,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1975,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1980,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1985,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1990,0
Saint Kitts and Nevis,Import Quantity,Barley and products,1995,0
Saint Kitts and Nevis,Import Quantity,Barley and products,2000,1000
Saint Kitts and Nevis,Import Quantity,Barley and products,2005,1000
Saint Kitts and Nevis,Import Quantity,Barley and products,2010,1000
Saint Kitts and Nevis,Import Quantity,Barley and products,2011,1000
Saint Kitts and Nevis,Import Quantity,Barley and products,2012,0
Saint Kitts and Nevis,Import Quantity,Barley and products,2013,1000
Saint Kitts and Nevis,Import Quantity,Maize and products,1965,0
Saint Kitts and Nevis,Import Quantity,Maize and products,1970,0
Saint Kitts and Nevis,Import Quantity,Maize and products,1975,0
Saint Kitts and Nevis,Import Quantity,Maize and products,1980,0
Saint Kitts and Nevis,Import Quantity,Maize and products,1985,1000
Saint Kitts and Nevis,Import Quantity,Maize and products,1990,0
Saint Kitts and Nevis,Import Quantity,Maize and products,1995,0
Saint Kitts and Nevis,Import Quantity,Maize and products,2000,0
Saint Kitts and Nevis,Import Quantity,Maize and products,2005,0
Saint Kitts and Nevis,Import Quantity,Maize and products,2010,0
Saint Kitts and Nevis,Import Quantity,Maize and products,2011,0
Saint Kitts and Nevis,Import Quantity,Maize and products,2012,1000
Saint Kitts and Nevis,Import Quantity,Maize and products,2013,0
Saint Lucia,Total Population - Both sexes,Population,1965,96000
Saint Lucia,Total Population - Both sexes,Population,1970,104000
Saint Lucia,Total Population - Both sexes,Population,1975,110000
Saint Lucia,Total Population - Both sexes,Population,1980,118000
Saint Lucia,Total Population - Both sexes,Population,1985,126000
Saint Lucia,Total Population - Both sexes,Population,1990,138000
Saint Lucia,Total Population - Both sexes,Population,1995,147000
Saint Lucia,Total Population - Both sexes,Population,2000,157000
Saint Lucia,Total Population - Both sexes,Population,2005,165000
Saint Lucia,Total Population - Both sexes,Population,2010,177000
Saint Lucia,Total Population - Both sexes,Population,2011,179000
Saint Lucia,Total Population - Both sexes,Population,2012,181000
Saint Lucia,Total Population - Both sexes,Population,2013,182000
Saint Lucia,Import Quantity,Wheat and products,1965,6000
Saint Lucia,Import Quantity,Wheat and products,1970,8000
Saint Lucia,Import Quantity,Wheat and products,1975,8000
Saint Lucia,Import Quantity,Wheat and products,1980,7000
Saint Lucia,Import Quantity,Wheat and products,1985,13000
Saint Lucia,Import Quantity,Wheat and products,1990,14000
Saint Lucia,Import Quantity,Wheat and products,1995,18000
Saint Lucia,Import Quantity,Wheat and products,2000,21000
Saint Lucia,Import Quantity,Wheat and products,2005,14000
Saint Lucia,Import Quantity,Wheat and products,2010,15000
Saint Lucia,Import Quantity,Wheat and products,2011,17000
Saint Lucia,Import Quantity,Wheat and products,2012,17000
Saint Lucia,Import Quantity,Wheat and products,2013,18000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1965,1000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1970,1000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1975,1000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1980,2000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1985,2000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1990,2000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),1995,3000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2000,3000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2005,4000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2010,3000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2011,3000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2012,3000
Saint Lucia,Import Quantity,Rice (Milled Equivalent),2013,3000
Saint Lucia,Import Quantity,Barley and products,1965,0
Saint Lucia,Import Quantity,Barley and products,1970,0
Saint Lucia,Import Quantity,Barley and products,1975,0
Saint Lucia,Import Quantity,Barley and products,1980,1000
Saint Lucia,Import Quantity,Barley and products,1985,1000
Saint Lucia,Import Quantity,Barley and products,1990,2000
Saint Lucia,Import Quantity,Barley and products,1995,2000
Saint Lucia,Import Quantity,Barley and products,2000,3000
Saint Lucia,Import Quantity,Barley and products,2005,3000
Saint Lucia,Import Quantity,Barley and products,2010,4000
Saint Lucia,Import Quantity,Barley and products,2011,4000
Saint Lucia,Import Quantity,Barley and products,2012,3000
Saint Lucia,Import Quantity,Barley and products,2013,3000
Saint Lucia,Production,Maize and products,1965,0
Saint Lucia,Production,Maize and products,1970,0
Saint Lucia,Production,Maize and products,1975,0
Saint Lucia,Production,Maize and products,1980,0
Saint Lucia,Production,Maize and products,1985,0
Saint Lucia,Production,Maize and products,1990,0
Saint Lucia,Production,Maize and products,1995,0
Saint Lucia,Production,Maize and products,2000,0
Saint Lucia,Production,Maize and products,2005,0
Saint Lucia,Production,Maize and products,2010,0
Saint Lucia,Production,Maize and products,2011,0
Saint Lucia,Production,Maize and products,2012,0
Saint Lucia,Production,Maize and products,2013,0
Saint Lucia,Import Quantity,Maize and products,1965,0
Saint Lucia,Import Quantity,Maize and products,1970,0
Saint Lucia,Import Quantity,Maize and products,1975,0
Saint Lucia,Import Quantity,Maize and products,1980,0
Saint Lucia,Import Quantity,Maize and products,1985,0
Saint Lucia,Import Quantity,Maize and products,1990,2000
Saint Lucia,Import Quantity,Maize and products,1995,1000
Saint Lucia,Import Quantity,Maize and products,2000,1000
Saint Lucia,Import Quantity,Maize and products,2005,1000
Saint Lucia,Import Quantity,Maize and products,2010,0
Saint Lucia,Import Quantity,Maize and products,2011,0
Saint Lucia,Import Quantity,Maize and products,2012,1000
